domainname,choicesequence,choice,choicedesc,choiceobsolete
taxonomic_subgroup,3392,Vermic Udorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3393,Vermic Ustorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3394,Vertic Albaqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3395,Vertic Albaquults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3396,Vertic Argialbolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3397,Vertic Argiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3398,Vertic Argiborolls,,Yes
taxonomic_subgroup,3399,Vertic Argicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3400,Vertic Argicryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3401,Vertic Argidurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3402,Vertic Argigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3403,Vertic Argiudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3404,Vertic Argiustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3405,Vertic Argixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3406,Vertic Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3407,Vertic Calciudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3408,Vertic Calciustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3409,Vertic Calciustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3410,Vertic Calcixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3411,Vertic Calcixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3412,Vertic Camborthids,,Yes
taxonomic_subgroup,3413,Vertic Cryaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3414,Vertic Cryaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3415,Vertic Cryoboralfs,,Yes
taxonomic_subgroup,3416,Vertic Cryoborolls,,Yes
taxonomic_subgroup,3417,Vertic Duraquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3418,Vertic Durargids,,Yes
taxonomic_subgroup,3419,Vertic Durixeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3420,Vertic Durixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3421,Vertic Dystropepts,,Yes
taxonomic_subgroup,3422,Vertic Dystrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3423,Vertic Dystrustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3424,Vertic Endoaqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3425,Vertic Endoaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3426,Vertic Endoaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3427,Vertic Epiaqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3428,Vertic Epiaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3429,Vertic Epiaquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3430,Vertic Epiaquults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3431,Vertic Eutroboralfs,,Yes
taxonomic_subgroup,3432,Vertic Eutrochrepts,,Yes
taxonomic_subgroup,3433,Vertic Eutropepts,,Yes
taxonomic_subgroup,3434,Vertic Eutrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3435,Vertic Fluvaquents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3436,Vertic Glossocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3437,Vertic Glossudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3438,Vertic Halaquepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3439,Vertic Haplaquepts,,Yes
taxonomic_subgroup,3440,Vertic Haplaquolls,,Yes
taxonomic_subgroup,3441,Vertic Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3442,Vertic Haploborolls,,Yes
taxonomic_subgroup,3443,Vertic Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3444,Vertic Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3445,Vertic Haplocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3446,Vertic Haplocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3447,Vertic Haplocryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3448,Vertic Haploxeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3449,Vertic Haploxerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3450,Vertic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3451,Vertic Hapludalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3452,Vertic Hapludolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3453,Vertic Hapludults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3454,Vertic Haplustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3455,Vertic Haplustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3456,Vertic Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3457,Vertic Haprendolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3458,Vertic Humitropepts,,Yes
taxonomic_subgroup,3459,Vertic Humudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3460,Vertic Molliturbels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3461,Vertic Mollorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3462,Vertic Nadurargids,,Yes
taxonomic_subgroup,3463,Vertic Natraqualfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3464,Vertic Natraquolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3465,Vertic Natrargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3466,Vertic Natriborolls,,Yes
taxonomic_subgroup,3467,Vertic Natridurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3468,Vertic Natrigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3469,Vertic Natrixeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3470,Vertic Natrixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3471,Vertic Natrudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3472,Vertic Natrudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3473,Vertic Natrustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3474,Vertic Natrustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3475,Vertic Ochraqualfs,,Yes
taxonomic_subgroup,3476,Vertic Paleaquults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3477,Vertic Paleargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3478,Vertic Paleborolls,,Yes
taxonomic_subgroup,3479,Vertic Paleudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3480,Vertic Paleudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3481,Vertic Paleudults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3482,Vertic Paleustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3483,Vertic Paleustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3484,Vertic Palexeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3485,Vertic Palexerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3486,Vertic Rendolls,,Yes
taxonomic_subgroup,3487,Vertic Rhodoxeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3488,Vertic Torrifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3489,Vertic Torriorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3490,Vertic Tropaquepts,,Yes
taxonomic_subgroup,3491,Vertic Tropudalfs,,Yes
taxonomic_subgroup,3492,Vertic Udifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3493,Vertic Umbriturbels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3494,Vertic Umbrorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3495,Vertic Ustifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3496,Vertic Ustochrepts,,Yes
taxonomic_subgroup,3497,Vertic Ustorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3498,Vertic Ustropepts,,Yes
taxonomic_subgroup,3499,Vertic Xerochrepts,,Yes
taxonomic_subgroup,3500,Vertic Xerofluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3501,Vitrandic Aquicambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3502,Vitrandic Aquorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3503,Vitrandic Argiborolls,,Yes
taxonomic_subgroup,3504,Vitrandic Argicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3505,Vitrandic Argicryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3506,Vitrandic Argidurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3507,Vitrandic Argigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3508,Vitrandic Argiudolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3509,Vitrandic Argiustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3510,Vitrandic Argixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3511,Vitrandic Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3512,Vitrandic Calcicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3513,Vitrandic Calcicryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3514,Vitrandic Calcigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3515,Vitrandic Calcixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3516,Vitrandic Calcixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3517,Vitrandic Cryoboralfs,,Yes
taxonomic_subgroup,3518,Vitrandic Cryoborolls,,Yes
taxonomic_subgroup,3519,Vitrandic Cryochrepts,,Yes
taxonomic_subgroup,3520,Vitrandic Cryofluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3521,Vitrandic Cryopsamments,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3522,Vitrandic Cryorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3523,Vitrandic Cryumbrepts,,Yes
taxonomic_subgroup,3524,Vitrandic Durixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3525,Vitrandic Durixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3526,Vitrandic Durochrepts,,Yes
taxonomic_subgroup,3527,Vitrandic Durudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3528,Vitrandic Dystrochrepts,,Yes
taxonomic_subgroup,3529,Vitrandic Dystrocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3530,Vitrandic Dystropepts,,Yes
taxonomic_subgroup,3531,Vitrandic Dystroxerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3532,Vitrandic Dystrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3533,Vitrandic Dystrustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3534,Vitrandic Eutroboralfs,,Yes
taxonomic_subgroup,3535,Vitrandic Eutrochrepts,,Yes
taxonomic_subgroup,3536,Vitrandic Eutrocryepts,,Yes
taxonomic_subgroup,3537,Vitrandic Eutropepts,,Yes
taxonomic_subgroup,3538,Vitrandic Eutrudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3539,Vitrandic Fragiboralfs,,Yes
taxonomic_subgroup,3540,Vitrandic Fragiochrepts,,Yes
taxonomic_subgroup,3541,Vitrandic Fragiudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3542,Vitrandic Fragiudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3543,Vitrandic Fragiumbrepts,,Yes
taxonomic_subgroup,3544,Vitrandic Fragixeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3545,Vitrandic Fragixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3546,Vitrandic Fraglossudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3547,Vitrandic Glossoboralfs,,Yes
taxonomic_subgroup,3548,Vitrandic Glossocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3549,Vitrandic Glossudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3550,Vitrandic Gypsiargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3551,Vitrandic Gypsicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3552,Vitrandic Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3553,Vitrandic Haploborolls,,Yes
taxonomic_subgroup,3554,Vitrandic Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3555,Vitrandic Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3556,Vitrandic Haplocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3557,Vitrandic Haplocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3558,Vitrandic Haplocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3559,Vitrandic Haplocryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3560,Vitrandic Haplodurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3561,Vitrandic Haplogypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3562,Vitrandic Haploxeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3563,Vitrandic Haploxerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3564,Vitrandic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3565,Vitrandic Hapludalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3566,Vitrandic Hapludolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3567,Vitrandic Haplumbrepts,,Yes
taxonomic_subgroup,3568,Vitrandic Haplustalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3569,Vitrandic Haplustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3570,Vitrandic Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3571,Vitrandic Humicryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3572,Vitrandic Humitropepts,,Yes
taxonomic_subgroup,3573,Vitrandic Humixerepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3574,Vitrandic Humudepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3575,Vitrandic Humustepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3576,Vitrandic Molliturbels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3577,Vitrandic Mollorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3578,Vitrandic Natrargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3579,Vitrandic Natridurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3580,Vitrandic Natrigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3581,Vitrandic Paleargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3582,Vitrandic Paleboralfs,,Yes
taxonomic_subgroup,3583,Vitrandic Palecryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3584,Vitrandic Paleudalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3585,Vitrandic Palexeralfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
