tabphyname,colsequence,colphyname,collogname,collabel,logicaldatatype,notnull,fieldsize,precision,minimum,maximum,uom,domainname,coldesc
mapunit,18,iacornsr,ia_corn_suitability_rating,IA CSR,Integer,No,NA,NA,5,100,,,Corn Suitability Rating (CSR) is an index procedure developed in Iowa to rate each different kind of soil for its row-crop productivity.
mapunit,19,nhiforsoigrp,nh_important_forest_soil_group,NH Forest Soil Grp,Choice,No,254,NA,NA,NA,,nh_important_forest_soil_group,"Interpretative class for the map unit, based on NH developed interpretations."
mapunit,20,nhspiagr,nh_spi_for_agriculture,NH SPI Agr,Float,No,NA,1,0,100,,,"New Hampshire Soil Potential Index for Agriculture, 1992 revision.  Used for computation of weighted average SPI on a parcel of land for adjustment of current use land assessment."
mapunit,21,vtsepticsyscl,vt_septic_system_class,VT Septic System,Choice,No,254,NA,NA,NA,,vt_septic_system_class_2007,"The interpretive separations, or class, based on the ability of the map unit to support an onsite septic system. (Ancillary Soil Interpretation Ratings For On-site Sewerage Disposal in Vermont)"
mapunit,22,mucertstat,mapunit_certification_status,Map Unit Certification Status,Choice,No,254,NA,NA,NA,,mapunit_certification_status,"The level of certification assigned to a map unit.  Intended to indicate whether or not the map unit should be used and the degree of confidence with which it may be used.

As of SSURGO version 2.1, values for this attribute are no longer provided.  This attribute will be dropped from the next major SSURGO version."
mapunit,23,lkey,legend_key,Legend Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Legend table.  Use this column to join the Mapunit table to the Legend table.
mapunit,24,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit table.
mdstatdomdet,1,domainname,domain_name,Domain Name,String,Yes,40,NA,NA,NA,,,The name of the domain to which a column's values are restricted.  A domain is a finite list of character strings that a column's value may assume.
mdstatdomdet,2,choicesequence,choice_sequence,Choice Sequence,Integer,Yes,NA,NA,NA,NA,,,Specifies the sequence in which the members of a domain should be ordered or displayed.
mdstatdomdet,3,choice,choice,Choice,String,Yes,254,NA,NA,NA,,,A character string that represents a member of a domain.  This value must be unique for every member of a given domain.
mdstatdomdet,4,choicedesc,choice_description,Choice Description,Vtext,No,NA,NA,NA,NA,,,The narrative text description or definition of a member of a domain.
mdstatdomdet,5,choiceobsolete,choice_obsolete,Obsolete Choice?,Boolean,Yes,3,NA,NA,NA,,,"Indicates if a choice in a choice list or domain is considered ""obsolete"".  If obsolete, data being currently populated would likely use a different choice."
mdstatdommas,1,domainname,domain_name,Domain Name,String,Yes,40,NA,NA,NA,,,The name of the domain to which a column's values are restricted.  A domain is a finite list of character strings that a column's value may assume.
mdstatdommas,2,domainmaxlen,domain_maximum_length,Domain Maximum Length,Integer,Yes,NA,NA,1,254,,,The number of characters in the longest member of a domain.  Each member of a domain is an ASCII character string consisting of at least 1 but no more than 254 characters.
mdstatidxdet,1,tabphyname,table_physical_name,Table Physical Name,String,Yes,30,NA,NA,NA,,,"The name that is used to physically implement a table in a database management system.  In a database, each table's physical name must be unique."
mdstatidxdet,2,idxphyname,index_physical_name,Index Physical Name,String,Yes,30,NA,NA,NA,,,The name that is used to physically implement an index in a database management system.
mdstatidxdet,3,idxcolsequence,index_column_sequence,Index Column Sequence,Integer,Yes,NA,NA,NA,NA,,,Specifies the sequence of a column in a database table index.
mdstatidxdet,4,colphyname,column_physical_name,Column Physical Name,String,Yes,30,NA,NA,NA,,,"The name that is used to physically implement a table column in a database management system.  In a database table, each column's physical name must be unique."
mdstatidxmas,1,tabphyname,table_physical_name,Table Physical Name,String,Yes,30,NA,NA,NA,,,"The name that is used to physically implement a table in a database management system.  In a database, each table's physical name must be unique."
mdstatidxmas,2,idxphyname,index_physical_name,Index Physical Name,String,Yes,30,NA,NA,NA,,,The name that is used to physically implement an index in a database management system.
mdstatidxmas,3,uniqueindex,unique_index,Unique Index?,Boolean,Yes,3,NA,NA,NA,,,"Indicates whether or not all values of an index must be unique, or whether duplicate values may exist."
mdstatrshipdet,1,ltabphyname,left_table_physical_name,Left Table Physical Name,String,Yes,30,NA,NA,NA,,,The physical name of a table on the left side of a relationship between two tables.
mdstatrshipdet,2,rtabphyname,right_table_physical_name,Right Table Physical Name,String,Yes,30,NA,NA,NA,,,The physical name of a table on the right side of a relationship between two tables.
mdstatrshipdet,3,relationshipname,relationship_name,Relationship Name,String,Yes,30,NA,NA,NA,,,"A name given to a relationship between two tables.  If there is more than one relationship between the same two tables, the name of each of those relationships must be unique."
mdstatrshipdet,4,ltabcolphyname,left_tab_column_physical_name,Left Table Column Physical Name,String,Yes,30,NA,NA,NA,,,The physical name of a column of a table on the left side of a relationship between two tables.  This column is one of several potential columns used to create a join between the two tables involved in a relationship.  The left table column joins to its corresponding right table column.
mdstatrshipdet,5,rtabcolphyname,right_tab_column_physical_name,Right Table Column Physical Name,String,Yes,30,NA,NA,NA,,,The physical name of a column of a table on the right side of a relationship between two tables.  This column is one of several potential columns used to create a join between the two tables involved in a relationship.  The right table column joins to its corresponding left table column.
mdstatrshipmas,1,ltabphyname,left_table_physical_name,Left Table Physical Name,String,Yes,30,NA,NA,NA,,,The physical name of a table on the left side of a relationship between two tables.
mdstatrshipmas,2,rtabphyname,right_table_physical_name,Right Table Physical Name,String,Yes,30,NA,NA,NA,,,The physical name of a table on the right side of a relationship between two tables.
mdstatrshipmas,3,relationshipname,relationship_name,Relationship Name,String,Yes,30,NA,NA,NA,,,"A name given to a relationship between two tables.  If there is more than one relationship between the same two tables, the name of each of those relationships must be unique."
mdstatrshipmas,4,cardinality,cardinality,Cardinality,Choice,Yes,254,NA,NA,NA,,cardinality,"Indicates whether the relationship between the left table and right table is one to one (left is one, right is one) or one to many (left is one, right is many).  For a one to one relationship, a record in the left table is related to no more than one record in the right table.  For a one to many relationship, a record in the left table may be related to more than one record in the right table.  Neither cardinality implies that a record in the left table necessarily has a corresponding record in the right table."
mdstatrshipmas,5,mandatory,mandatory,Mandatory?,Boolean,Yes,3,NA,NA,NA,,,"Indicates if in order for a record to exist in the right table of a relationship, a corresponding record must exist in the left table of that relationship, i.e. mandatory = ""yes"".  In other words, when mandatory is ""no"", a record may exist in the right table of a relationship without having a corresponding record in the left table of that relationship."
mdstattabcols,1,tabphyname,table_physical_name,Table Physical Name,String,Yes,30,NA,NA,NA,,,"The name that is used to physically implement a table in a database management system.  In a database, each table's physical name must be unique."
mdstattabcols,2,colsequence,column_sequence,Column Sequence,Integer,Yes,NA,NA,NA,NA,,,Specifies the sequence of the columns in a database table.
mdstattabcols,3,colphyname,column_physical_name,Column Physical Name,String,Yes,30,NA,NA,NA,,,"The name that is used to physically implement a table column in a database management system.  In a database table, each column's physical name must be unique."
mdstattabcols,4,collogname,column_logical_name,Column Logical Name,String,Yes,30,NA,NA,NA,,,"A name associated with a column that is more connotative than the column's corresponding physical name.  For a SSURGO table, every column's logical name must be unique, making a column's logical name a suitable alias for identifying a column.  For SSURGO, column logical names are lower case character strings with no embedded blanks, where individual parts of the logical name may be separated using the underscore character."
mdstattabcols,5,collabel,column_label,Column Label,String,Yes,80,NA,NA,NA,,,"A descriptive label associated with a column.  For a SSURGO table, every column's label must be unique, making a column's label a suitable alias for identifying a column.  For SSURGO, column labels are typically mixed case character strings with embedded blanks."
mdstattabcols,6,logicaldatatype,logical_data_type,Logical Data Type,Choice,Yes,254,NA,NA,NA,,logical_data_type_ssurgo,"A column's logical data type is its generic, software independent data type.  Since the SSURGO standard does not correspond to any specific database management system (DBMS), the SSURGO metadata records only logical data types.  How a logical data type can be physically implemented varies from DBMS to DBMS."
mdstattabcols,7,notnull,not_null,Not Null?,Boolean,Yes,3,NA,NA,NA,,,Indicates whether or not the value of a column in a database table may be null.
mdstattabcols,8,fieldsize,field_size,Field Size,Integer,No,NA,NA,NA,NA,,,"The maximum allowable length of a column whose logical data type is ""string""."
mdstattabcols,9,precision,precision,Precision,Integer,No,NA,NA,NA,NA,,,"The number of decimal digits that should be displayed for a column whose logical data type is ""float""."
mdstattabcols,10,minimum,minimum,Minimum,Float,No,NA,2,NA,NA,,,The minimum allowable value of a column.
mdstattabcols,11,maximum,maximum,Maximum,Float,No,NA,2,NA,NA,,,The maximum allowable value of a column.
mdstattabcols,12,uom,unit_of_measure,Unit of Measure,String,No,60,NA,NA,NA,,,The units of measure in which a column is recorded.
mdstattabcols,13,domainname,domain_name,Domain Name,String,No,40,NA,NA,NA,,,The name of the domain to which a column's values are restricted.  A domain is a finite list of character strings that a column's value may assume.
mdstattabcols,14,coldesc,column_description,Column Description,Vtext,Yes,NA,NA,NA,NA,,,The narrative text description or definition of a column.
mdstattabs,1,tabphyname,table_physical_name,Table Physical Name,String,Yes,30,NA,NA,NA,,,"The name that is used to physically implement a table in a database management system.  In a database, each table's physical name must be unique."
mdstattabs,2,tablogname,table_logical_name,Table Logical Name,String,Yes,30,NA,NA,NA,,,"A name associated with a database table that is more connotative than the table's corresponding physical name.  For SSURGO, every table's logical name must be unique, making a table's logical name a suitable alias for identifying a table.  For SSURGO, table logical names are lower case character strings with no embedded blanks, where individual parts of the logical name may be separated using the underscore character."
mdstattabs,3,tablabel,table_label,Table Label,String,Yes,80,NA,NA,NA,,,"A descriptive label associated with a database table.  For SSURGO, every table's label must be unique, making a table's label a suitable alias for identifying a table.  For SSURGO, table labels are typically mixed case character strings with embedded blanks."
mdstattabs,4,tabdesc,table_description,Table Description,Vtext,Yes,NA,NA,NA,NA,,,A narrative text description of what a database table represents or records.
mdstattabs,5,iefilename,import_export_file_name,Import/Export File Name,String,Yes,30,NA,NA,NA,,,"The base part of the file name of a table's associated ASCII pipe delimited import/export file.  The complete name of a table's associated import/export file is the base name followed by the characters "".txt"".  For example, if the base name is ""alpha"", the name of the associated import/export file is ""alpha.txt""."
month,1,monthseq,month_sequence,Month Sequence,Integer,Yes,NA,NA,1,12,,,An interger number used to sequence the months of the year in their proper order.
month,2,monthname,month_name,Month Name,String,Yes,9,NA,NA,NA,,flooding_ponding_month,The full name of one of the twelve months of the year.
muaggatt,1,musym,mapunit_symbol,Mapunit Symbol,String,Yes,6,NA,NA,NA,,,The symbol used to uniquely identify the soil mapunit in the soil survey.
muaggatt,2,muname,mapunit_name,Mapunit Name,String,No,175,NA,NA,NA,,,Correlated name of the mapunit (recommended name or field name for surveys in progress).
muaggatt,3,mustatus,mapunit_status,Status,Choice,No,254,NA,NA,NA,,mapunit_status,"Identifies the current status of the map unit.

As of SSURGO version 2.1, values for this attribute are no longer provided.  This attribute will be dropped from the next major SSURGO version."
muaggatt,4,slopegraddcp,slope_gradient_dcp,Slope Gradient - Dominant Component,Float,No,NA,1,NA,NA,percent,,"The difference is elevation between two points, expressed as a percentage of the distance between those points.  This column displays the slope gradient of the dominant component of the map unit based on composition percentage."
muaggatt,5,slopegradwta,slope_gradient_wta,Slope Gradient - Weighted Average,Float,No,NA,1,NA,NA,percent,,"The difference is elevation between two points, expressed as a percentage of the distance between those points.  This column displays the weighted average slope gradient of all components in the map unit."
muaggatt,6,brockdepmin,brockdepth_min,Bedrock Depth - Minimum,Integer,No,NA,NA,NA,NA,centimeters,,"The distance from the soil surface to the top of a bedrock layer, expressed as a shallowest depth of components whose composition in the map unit is equal to or exceeds 15%."
muaggatt,7,wtdepannmin,wtdepth_annual_min,Water Table Depth - Annual - Minimum,Integer,No,NA,NA,NA,NA,centimeters,,"The shallowest depth to a wet soil layer (water table) at any time during the year expressed as centimeters from the soil surface, for components whose composition in the map unit is equal to or exceeds 15%."
muaggatt,8,wtdepaprjunmin,wtdepth_apr_jun_min,Water Table Depth - April - June - Minimum,Integer,No,NA,NA,NA,NA,centimeters,,The shallowest depth to a wet soil layer (water table) during the months of April through June expressed in centimeters from the soil surface for components whose composition in the map unit is equal to or exceeds 15%.
muaggatt,9,flodfreqdcd,flodfreq_dcd,Flooding Frequency - Dominant Condition,Choice,No,254,NA,NA,NA,,flooding_frequency_class,"The annual probability of a flood event expressed as a class. This column displays the dominant flood frequency class for the map unit, based on composition percentage of map unit components whose composition in the map unit is equal to or exceeds 15%."
muaggatt,10,flodfreqmax,flodfreq_max,Flooding Frequency - Maximum,Choice,No,254,NA,NA,NA,,flooding_frequency_class,The annual probability of a flood event expressed as a class.  This column displays the highest probability class assigned to an individual component of the map unit whose composition in the map unit is equal to or exceeds 15%.
muaggatt,11,pondfreqprs,pondfreq_prs,Ponding Frequency - Presence,Choice,No,254,NA,NA,NA,,ponding_frequency_map_legend,"The percentage of the map unit that is subject to water being ponded on the soil surface, expressed as one of four classes; 0-14%, 15-49%, 50-74% or 75-100%."
muaggatt,12,aws025wta,aws_0_25_wta,Available Water Storage 0-25 cm - Weighted Average,Float,No,NA,2,NA,NA,centimeters,,"Available water storage (AWS).  The volume of water that the soil, to a depth of 25 centimeters, can store that is available to plants.  It is reported as the weighted average of all components in the map unit, and is expressed as centimeters of water.

AWS is calculated from AWC (available water capacity) which is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension, and adjusted for salinity and fragments."
muaggatt,13,aws050wta,aws_0_50_wta,Available Water Storage 0-50 cm - Weighted Average,Float,No,NA,2,NA,NA,centimeters,,"Available water storage (AWS).  The volume of water that the soil, to a depth of 50 centimeters, can store that is available to plants.  It is reported as the weighted average of all components in the map unit, and is expressed as centimeters of water.

AWS is calculated from AWC (available water capacity) which is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension, and adjusted for salinity and fragments."
muaggatt,14,aws0100wta,aws_0_100_wta,Available Water Storage 0-100 cm - Weighted Average,Float,No,NA,2,NA,NA,centimeters,,"Available water storage (AWS).  The volume of water that the soil, to a depth of 100 centimeters, can store that is available to plants.  It is reported as the weighted average of all components in the map unit, and is expressed as centimeters of water.

AWS is calculated from AWC (available water capacity) which is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension, and adjusted for salinity and fragments."
muaggatt,15,aws0150wta,aws_0_150_wta,Available Water Storage 0-150 cm - Weighted Average,Float,No,NA,2,NA,NA,centimeters,,"Available water storage (AWS).  The volume of water that the soil, to a depth of 150 centimeters, can store that is available to plants.  It is reported as the weighted average of all components in the map unit, and is expressed as centimeters of water.

AWS is calculated from AWC (available water capacity) which is commonly estimated as the difference between the water contents at 1/10 or 1/3 bar (field capacity) and 15 bars (permanent wilting point) tension, and adjusted for salinity and fragments."
muaggatt,16,drclassdcd,drclass_dcd,Drainage Class - Dominant Condition,Choice,No,254,NA,NA,NA,,drainage_class,"The natural drainage condition of the soil refers to the frequency and duration of wet periods.  This column displays the dominant drainage class for the map unit, based on composition percentage of each map unit component."
muaggatt,17,drclasswettest,drclass_wettest,Drainage Class - Wettest,Choice,No,254,NA,NA,NA,,drainage_class,The natural drainage condition of the soil refers to the frequency and duration of wet periods.  This column displays the wettest drainage class assigned to an individual component of the map unit whose composition in the map unit is equal to or exceeds 15%.
muaggatt,18,hydgrpdcd,hydgrp_dcd,Hydrologic Group - Dominant Conditions,Choice,No,254,NA,NA,NA,,hydrologic_group,"Hydrologic Group is a grouping of soils that have similar runoff potential under similar storm and cover conditions. This column displays the dominant hydrologic group for the map unit, based on composition percentage of each map unit component."
muaggatt,19,iccdcd,icc_dcd,Irrigated Capability Class - Dominant Condition,Choice,No,254,NA,NA,NA,,capability_class,"The broadest category in the land capability classification system for soils.   This column displays the dominant capability class, under irrigated conditions, for the map unit based on composition percentage of all components in the map unit."
muaggatt,20,iccdcdpct,icc_dcd_pct,Irrigated Capability Class  - Dominant Condition Aggregate Percent,Integer,No,NA,NA,0,100,,,The percent composition of the map unit that has the capability class displayed in the Irrigated Capability Class
muaggatt,21,niccdcd,nicc_dcd,Non-Irrigated Capability Class - Dominant Condition,Choice,No,254,NA,NA,NA,,capability_class,"The broadest category in the land capability classification system for soils.   This column displays the dominant capability class, under non-irrigated conditions, for the map unit based on composition percentage of all components in the map unit."
muaggatt,22,niccdcdpct,nicc_dcd_pct,Non-Irrigated Capability Class  - Dominant Condition Aggregate Percent,Integer,No,NA,NA,0,100,,,The percent composition of the map unit that has the capability class displayed in the Non-Irrigated Capability Class  - Dominant Condition column.
muaggatt,23,engdwobdcd,eng_dwob_dcd,ENG - Dwellings W/O Basements - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for dwellings without basements, expressed as the dominant rating class for the map unit, based on composition percentage of each map unit component."
muaggatt,24,engdwbdcd,eng_dwb_dcd,ENG - Dwellings with Basements - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for dwellings with basements, expressed as the dominant rating class for the map unit, based on composition percentage of each map unit component."
muaggatt,25,engdwbll,eng_dwb_ll,ENG - Dwellings with Basements - Least Limiting,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for dwellings with basements, expressed as the least limiting rating class for the map unit, based on the evaluation of each component in the map unit."
muaggatt,26,engdwbml,eng_dwb_ml,ENG - Dwellings with Basements - Most Limiting,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for dwellings with basements, expressed as the most limiting rating class for the map unit, based on the evaluation of each component in the map unit."
muaggatt,27,engstafdcd,eng_staf_dcd,ENG - Septic Tank Absorption Fields - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for septic tank absorption fields, expressed as the dominant rating class for the map unit, based on composition percentage of each map unit component."
muaggatt,28,engstafll,eng_staf_ll,ENG - Septic Tank Absorption Fields - Least Limiting,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for septic tank absorption fields, expressed as the least limiting rating class for the map unit, based on the evaluation of each component in the map unit."
muaggatt,29,engstafml,eng_staf_ml,ENG - Septic Tank Absorption Fields - Most Limiting,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for septic tank absorption fields, expressed as the most limiting rating class for the map unit, based on the evaluation of each component in the map unit."
muaggatt,30,engsldcd,eng_sl_dcd,ENG - Sewage Lagoons - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for sewage lagoons, expressed as the dominant rating class for the map unit, based on composition percentage of each map unit component."
muaggatt,31,engsldcp,eng_sl_dcp,ENG - Sewage Lagoons - Dominant Component,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for sewage lagoons, expressed as the rating class for the dominant component in the map unit, based on composition percentage of each map unit component."
muaggatt,32,englrsdcd,eng_lrs_dcd,ENG - Local Roads and Streets - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for local roads and streets, expressed as the dominant rating class for the map unit, based on composition percentage of each map unit component."
muaggatt,33,engcmssdcd,eng_cm_ss_dcd,ENG - Construction Materials; Sand Source - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a source of sand, expressed as the dominant class for the map unit, based on composition percentage of each map unit component."
muaggatt,34,engcmssmp,eng_cm_ss_mp,ENG - Construction Materials; Sand Source - Most Probable,String,No,254,NA,NA,NA,,,"The rating of the map unit as a source of sand, expressed as the most probable class for the map unit, based on the evaluation of each component whose composition in the map unit is equal to or exceeds 15%."
muaggatt,35,urbrecptdcd,urb_rec_pt_dcd,URB/REC - Paths and Trails - Dominant Condition,String,No,254,NA,NA,NA,,,"The rating of the map unit as a site for paths and trails, expressed as the dominant rating class for the map unit, based on composition percentage of each map unit component."
muaggatt,36,urbrecptwta,urb_rec_pt_wta,URB/REC - Paths and Trails - Weighted Average,Float,No,NA,2,NA,NA,,,"The relative rating of the map unit for use as paths and trails, expressed as a weighted average of numerical ratings for individual soil components in the map unit.  The ratings are on a scale of 0.0 to 1.0, with the higher values indicating more limitations."
muaggatt,37,forpehrtdcp,for_peh_rt_dcp,FOR - Potential Erosion Hazard (Road/Trail) - Dominant Component,String,No,254,NA,NA,NA,,,"The relative potential erosion hazard for the map unit when used as a site for forest roads and trails, expressed as the rating class for the dominant component in the map unit, based on composition percentage of each map unit component."
muaggatt,38,hydclprs,hydcl_prs,Hydric Classification - Presence,Choice,No,254,NA,NA,NA,,hydric_classification_map_legend,"An indication of the proportion of the map unit, expressed as a class, that is ""hydric"", based on the hydric classification of individual map unit components."
muaggatt,39,awmmfpwwta,awm_mfpw_wta,AWM - Manure and Food Processing Waste - Weighted Average,Float,No,NA,2,NA,NA,,,"The relative rating of the map unit for use as a disposal site of Manure and Food Processing Wastes, expressed as a weighted average of numerical ratings for individual components in the map unit.  The ratings are on a scale of 0.0 to 1.0, with the higher values indicating increasing limitations."
muaggatt,40,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Mapunit table. It also serves as the non-connotative string of characters used to uniquely identify a record in the Mapunit Aggregated Attribute table as there is a one-to-one relationship between records in these two tables.  Use this column to join the Mapunit Aggregated Attribute table to the Mapunit table.
muaoverlap,1,areaovacres,area_overlap_acres,Overlap Acres,Integer,No,NA,NA,0,NA,acres,,"The extent, in acres, of the map unit within the geographic area referenced in the Legend Area Overlap table."
muaoverlap,2,lareaovkey,legend_area_overlap_key,Legend Area Overlap Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Legend Area Overlap Table.  Use this column to join the Mapunit Area Overlap table to the Legend Area Overlap table.
muaoverlap,3,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Mapunit table.  Use this column to join the Mapunit Area Overlap table to the Mapunit table.
muaoverlap,4,muareaovkey,mapunit_area_overlap_key,Mapunit Area Overlap Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit Area Overlap table.
mucropyld,1,cropname,crop_name,Crop Name,Choice,No,254,NA,NA,NA,,crop_name,The common name for the crop.
mucropyld,2,yldunits,crop_yield_units,Units,Choice,No,254,NA,NA,NA,,crop_yield_units,Crop yield units per unit area for the specified crop.
mucropyld,3,nonirryield_l,nonirr_crop_yield_l,Nirr Yield - Low Value,Float,No,NA,2,0,9999.99,,,The expected yield per acre of the specific crop without supplemental irrigation.
mucropyld,4,nonirryield_r,nonirr_crop_yield_r,Nirr Yield - Representative Value,Float,No,NA,2,0,9999.99,,,The expected yield per acre of the specific crop without supplemental irrigation.
mucropyld,5,nonirryield_h,nonirr_crop_yield_h,Nirr Yield - High Value,Float,No,NA,2,0,9999.99,,,The expected yield per acre of the specific crop without supplemental irrigation.
mucropyld,6,irryield_l,irrigated_crop_yield_l,Irr Yield - Low Value,Float,No,NA,2,0,9999.99,,,The expected yield per acre of the specific crop with irrigation.
mucropyld,7,irryield_r,irrigated_crop_yield_r,Irr Yield - Representative Value,Float,No,NA,2,0,9999.99,,,The expected yield per acre of the specific crop with irrigation.
mucropyld,8,irryield_h,irrigated_crop_yield_h,Irr Yield - High Value,Float,No,NA,2,0,9999.99,,,The expected yield per acre of the specific crop with irrigation.
mucropyld,9,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Mapunit table.  Use this column to join the Mapunit Crop Yield table to the Mapunit table.
mucropyld,10,mucrpyldkey,mapunit_crop_yield_key,Mapunit Crop Yield Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit Crop Yield table.
muline,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
muline,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
muline,3,musym,mapunit_symbol,Mapunit Symbol,String,Yes,6,NA,NA,NA,,,The symbol used to uniquely identify the soil mapunit in the soil survey.
muline,4,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit table.
mupoint,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
mupoint,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
mupoint,3,musym,mapunit_symbol,Mapunit Symbol,String,Yes,6,NA,NA,NA,,,The symbol used to uniquely identify the soil mapunit in the soil survey.
mupoint,4,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit table.
mupolygon,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
mupolygon,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
mupolygon,3,musym,mapunit_symbol,Mapunit Symbol,String,Yes,6,NA,NA,NA,,,The symbol used to uniquely identify the soil mapunit in the soil survey.
mupolygon,4,mukey,mapunit_key,Mapunit Key,String,No,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit table.
mutext,1,recdate,record_date,Date,Date/Time,No,NA,NA,NA,NA,,,"The date associated with a particular record, expressed as month, day, year -- xx/xx/xxxx."
mutext,2,mapunittextkind,mapunit_text_kind,Kind,Choice,No,254,NA,NA,NA,,mapunit_text_kind,"Text kind provides a grouping of text entries according to their subject matter.  For example, the text kind ""edit notes"" groups text entries that deal with adding or changing data."
mutext,3,textcat,text_category,Category,String,No,20,NA,NA,NA,,,"A text entry is identified by its kind, category, and subcategory.  Category is a subdivision of kind.  ""Agr"" and ""Soi"" are two categories for the text kind ""Nontechnical Description""."
mutext,4,textsubcat,text_subcategory,Subcategory,String,No,20,NA,NA,NA,,,"A text entry is identified by its kind, category, and subcategory.  Subcategory is a subdivision of category.  For text kind ""Nontechnical"" description and text category ""Agr"", subcategory would correspond to the SSSD field ""desnum""."
mutext,5,text,text,Text,Vtext,No,NA,NA,NA,NA,,,"The actual narrative text portion of a text entry.  The other parts of a text entry are its identifiers: kind, category and subcategory."
mutext,6,mukey,mapunit_key,Mapunit Key,String,Yes,30,NA,NA,NA,,,The unique identifier of a record in the Mapunit table.  Use this column to join the Mapunit Text table to the Mapunit table.
mutext,7,mutextkey,mapunit_text_key,Mapunit Text Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Mapunit Text table.
sacatalog,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
sacatalog,2,areaname,area_name,Area Name,String,Yes,135,NA,NA,NA,,,The name given to the specified geographic area.
sacatalog,3,saversion,survey_area_version,Survey Area Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the overall serial version of the data (tabular and/or spatial) for a soil survey area.
sacatalog,4,saverest,survey_area_version_est,Survey Area Version Established,Date/Time,Yes,NA,NA,NA,NA,,,The date and time that a particular version of data (tabular and/or spatial) for the soil survey area was established.
sacatalog,5,tabularversion,tabular_version,Tabular Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the tabular data for a soil survey area.
sacatalog,6,tabularverest,tabular_version_est,Tabular Version Established,Date/Time,Yes,NA,NA,NA,NA,,,The date and time that a particular version of tabular data for the soil survey area was established.
sacatalog,7,tabnasisexportdate,tabular_nasis_export_date,Tabular NASIS Export Date,Date/Time,Yes,NA,NA,NA,NA,,,The date and time that soil survey area tabular data was exported from NASIS.
sacatalog,8,tabcertstatus,tabular_certification_status,Tabular Certification Status,Choice,No,254,NA,NA,NA,,export_certification_status,The level of certification assigned to a tabular data package for a particular soil survey area.
