hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
C,NA,C,NA,NA,51,61,78,203,203,203,125,142,152,0,0,0,0,0,0,100,100,100,85,97,100,38,53,56,12,22,25,75,82,84,18.7,20.5,21.8,19.3,21.1,21.4,15,16.4,16.7,14.1,15.5,16.3,7.9,8.5,9.7,1,5,21,NA,NA,NA,NA,NA,NA,4,13,15,0,0,0,0,0.25,0.5,NA,NA,NA,1.58,1.67,1.76,NA,NA,NA,1.65,1.74,1.83,2.63,14.11,28.22,141.14,0.05,0.09,0.11,NA,NA,NA,10.2,19.4,21.3,2.7,10,12.1,28,34,38,0.3,1.3,1.5,15,24,26,1,8,10,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,2,3.3,10.7,12.5,NA,NA,NA,2.9,10.4,12.5,6.6,7.1,7.3,6.1,6.5,6.8,NA,NA,NA,NA,NA,NA,0.3,1.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875542,42894368
Ap,NA,A,NA,NA,0,0,0,11,15,21,11,15,21,0,0,0,0,0,0,73,84,84,59,76,76,42,59,60,20,30,32,53,66.8,67,4.3,4.4,5.3,12.7,14.3,14.6,12.4,17.7,18.8,13.9,19.8,20,8.7,10.6,11.7,19,19.2,33,NA,NA,NA,NA,NA,NA,8,14,16,0,0,0,2,3,4,NA,NA,NA,1.48,1.52,1.56,NA,NA,NA,1.55,1.59,1.6,2.58,14.11,28.225,42.34,0.07,0.1,0.1,NA,NA,NA,12.7,18.9,20.5,5.8,11.2,13.4,27,33,34,0.6,1.2,1.5,23,31,35,4,8,10,0,0,0,0.1,0.17,0,0,1,0,0,0,0,0,0,0.1,0.1,2,7.5,12.6,14.3,NA,NA,NA,6.3,12,53.3,6.1,6.6,7.8,5.6,6.1,7.3,NA,NA,NA,NA,NA,NA,1.1,2.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875543,42894369
Bt,NA,B,NA,NA,11,15,21,26,30,61,5,15,50,0,0,0,0,0,0,58,64,100,52,57,100,41,50,89,22,28,52,52,57,72,1.2,1.3,5.7,7.4,8.4,8.5,13.8,15.1,17,18.9,20.7,25.9,10.5,11.5,16,1,18,23,NA,NA,NA,NA,NA,NA,18,25,27,0,0,0,0.5,1.25,2,NA,NA,NA,1.41,1.52,1.64,NA,NA,NA,1.57,1.68,1.77,2.59,4.23,9.17,42.34,0.06,0.09,0.13,NA,NA,NA,14,17.7,26.8,8,12.3,19.9,23,27,43,1.2,2.3,3.7,29,37,41,12,17,19,0,0,3,0.1,0.2,0,0,1,0,0,0,0,0,0,0.1,0.1,2,14.7,20.5,22.3,NA,NA,NA,13.7,19.4,61.3,6.1,6.6,7.8,5.6,6.1,7.3,NA,NA,NA,NA,NA,NA,1,2.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875543,42894370
2C,2,C,NA,NA,26,30,61,203,203,203,142,173,177,0,0,0,0,0,0,78,88,88,13,38,53,7,21,30,3,8,12,79,82,91,0.4,16.5,20.4,9.5,23.3,26.6,18.2,18.8,35.3,15.6,16.1,35.9,6.8,7.3,7.4,1,11,17,NA,NA,NA,NA,NA,NA,4,7,8,0,0,0,0,0.25,0.5,NA,NA,NA,1.56,1.64,1.71,NA,NA,NA,1.59,1.67,1.74,2.64,42.34,91.74,282,0.01,0.03,0.04,3.4,10.3,14,2.2,7.6,10.7,0.6,2.8,4.4,7,18,25,0.1,0.3,0.5,15,18,20,1,3,4,0,0,0,0.05,0.15,0,0,1,0,0,0,0,5,10,0.1,0.1,2,3.3,6.1,7.1,NA,NA,NA,3.2,5.9,46.1,6.1,6.6,7.8,5.6,6.1,7.3,NA,NA,NA,NA,NA,NA,0.3,1.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875543,42894371
C,NA,C,NA,NA,78,91,104,203,203,203,99,112,125,0,0,0,0,0,0,100,100,100,85,97,100,38,50,55,13,20,25,74,82,85,0.6,16.5,22.1,9.4,27.4,30.2,14.9,19.8,26.8,8.9,13.5,32.3,3.6,4.8,12.5,0,7,21,NA,NA,NA,NA,NA,NA,5,11,15,0,0,0,0,0.25,0.5,NA,NA,NA,1.6,1.68,1.75,NA,NA,NA,1.65,1.73,1.76,2.63,14.11,91.74,141.14,0.05,0.05,0.11,16.7,23,25.7,11.5,18.3,21.6,3.5,8.7,12.4,29,34,37,0.4,1,1.5,16,22,26,2,7,10,0,0,0,0.1,0.1,0,0,1,0,0,0,0,0,0,0.1,0.1,2,4.1,9.2,12.5,NA,NA,NA,3.4,9,51.5,6.1,6.8,8.4,5.6,6.3,7.9,NA,NA,NA,NA,NA,NA,0,2.4,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875544,42894372
Ap,NA,A,NA,NA,0,0,0,9,13,21,9,13,21,0,0,0,0,0,0,100,100,100,100,100,100,74,77,80,37,39,44,53,66.8,67,2,4.4,4.4,12,14.3,14.3,14,17.7,17.7,16,19.8,19.9,9,10.6,10.7,19,19.2,33,NA,NA,NA,NA,NA,NA,8,14,16,0,0,0,2,3,4,NA,NA,NA,1.48,1.52,1.56,NA,NA,NA,1.55,1.59,1.6,2.58,14.11,28.225,42.34,0.1,0.11,0.12,NA,NA,NA,17.8,22.3,24.2,8,13.2,15.9,38,39,41,0.8,1.5,1.7,23,31,35,4,8,10,0,0,1,0.15,0.15,0,0,5,0,0,0,0,0,0,0.1,0.1,2,7.5,12.6,14.3,NA,NA,NA,5.9,12.3,53.3,6.1,6.8,7.8,5.6,6.3,7.3,NA,NA,NA,NA,NA,NA,0.1,3.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875544,42894373
Bt1,NA,B,NA,1,9,13,21,18,20,27,3,7,18,0,0,0,0,0,0,100,100,100,100,100,100,73,76,82,42,47,54,52,58,63,3.5,5.5,5.9,5,14.7,15.2,12.5,13.4,14.7,14.3,15,21.9,9,9.4,13.5,15,25,36,NA,NA,NA,NA,NA,NA,12,17,22,0,0,0,0.5,1.25,2,NA,NA,NA,1.47,1.52,1.57,NA,NA,NA,1.55,1.6,1.65,2.61,4.23,28.225,42.34,0.1,0.11,0.12,NA,NA,NA,18.1,21.7,24.7,8.3,12.5,16.7,38,40,42,1.2,1.8,2.8,24,30,36,7,11,15,0,2,5,0.28,0.28,0,0,1,0,0,0,0,0,0,0.1,0.1,2,10.2,14.5,18.6,NA,NA,NA,8,13.9,57.6,6.1,6.8,7.8,5.6,6.3,7.3,NA,NA,NA,NA,NA,NA,0,3.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875544,42894374
Bt2,NA,B,NA,2,18,20,27,33,69,73,6,49,55,0,0,0,0,0,0,100,100,100,92,100,100,72,86,88,38,48,50,52,57,63,1,1.2,1.6,7,7.6,8,18,20.2,21,17,18.3,21,9,9.7,11.4,12,18,23,NA,NA,NA,NA,NA,NA,18,25,27,0,0,0,0.5,1.25,2,NA,NA,NA,1.41,1.51,1.61,NA,NA,NA,1.56,1.66,1.68,2.59,4.23,9.17,42.34,0.1,0.12,0.13,NA,NA,NA,20.4,25.3,26.7,11.5,17.5,19.8,34,40,43,1.8,3.3,3.7,29,38,41,12,17,19,0,4,6,0.2,0.2,0,0,1,0,0,0,0,0,0,0.1,0.1,2,14.7,20.5,22.3,NA,NA,NA,12.5,19.9,61.3,6.1,6.8,7.8,5.6,6.3,7.3,NA,NA,NA,NA,NA,NA,0.4,4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875544,42894375
Bt3,NA,B,NA,3,33,69,73,78,91,104,5,22,71,0,0,0,0,0,0,100,100,100,92,100,100,68,76,81,31,37,42,66,70,75,4.3,4.9,19.5,14.1,14.2,17.9,13.2,17.5,18.6,12.5,21.1,22.3,6.9,12.3,13,10,20,27,NA,NA,NA,NA,NA,NA,7,10,15,0,0,0,0.5,0.75,1,NA,NA,NA,1.59,1.6,1.62,NA,NA,NA,1.64,1.65,1.68,2.62,14.11,28.225,42.34,0.09,0.12,0.13,NA,NA,NA,14.2,17.6,21,5.2,7.9,11.6,34,37,37,0.6,1,1.6,19,22,28,3,5,9,0,0,0,0.24,0.24,0,0,1,0,0,0,0,0,0,0.1,0.1,2,6.3,8.8,12.8,NA,NA,NA,5.4,8.4,51.8,6.1,6.8,7.8,5.6,6.3,7.3,NA,NA,NA,NA,NA,NA,0,2.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875544,42894376
C,NA,C,NA,NA,51,61,78,203,203,203,125,142,152,0,0,0,0,0,0,100,100,100,85,97,100,38,53,56,12,22,25,75,82,84,18.7,20.5,21.8,19.3,21.1,21.4,15,16.4,16.7,14.1,15.5,16.3,7.9,8.5,9.7,1,5,21,NA,NA,NA,NA,NA,NA,4,13,15,0,0,0,0,0.25,0.5,NA,NA,NA,1.58,1.67,1.76,NA,NA,NA,1.65,1.74,1.83,2.63,14.11,28.22,141.14,0.05,0.09,0.12,NA,NA,NA,10.2,19.4,21.3,2.7,10,12.1,28,34,38,0.3,1.3,1.5,15,24,26,1,8,10,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,2,3.3,10.7,12.5,NA,NA,NA,2.9,10.4,12.5,6.6,7.1,7.3,6.1,6.5,6.8,NA,NA,NA,NA,NA,NA,0.3,1.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875545,42894377
Ap,NA,A,NA,NA,0,0,0,17,20,24,17,20,24,0,0,0,0,0,0,100,100,100,100,100,100,71,77,83,32,40,47,55,66.8,75,4.8,5,6.6,13.2,13.6,14.7,12.8,16.6,17.7,14.2,19.9,22.2,8.9,11.7,13.8,12,25.2,40,NA,NA,NA,NA,NA,NA,5,8,13,0,0,0,1,1.5,2,NA,NA,NA,1.57,1.6,1.63,NA,NA,NA,1.61,1.64,1.66,2.62,14.11,28.225,42.34,0.11,0.12,0.13,NA,NA,NA,14.2,17.4,21.1,4.9,7.7,11.8,36,37,38,0.4,0.8,1.3,18,22,28,2,4,8,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0.1,0.1,2,4.8,7.4,11.6,NA,NA,NA,4.6,7.2,13.3,6.6,7.1,7.3,6.1,6.5,6.8,NA,NA,NA,NA,NA,NA,0.8,1.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875545,42894378
Bt1,NA,B,NA,1,17,20,24,29,33,42,5,13,25,0,0,0,0,0,0,100,100,100,92,100,100,66,77,82,31,39,44,55,67.4,78,4.2,4.4,5.8,13.1,14.4,15.9,13.3,17.9,19.4,14.7,20,23.3,8.9,10.7,13.6,14,19.6,37,NA,NA,NA,NA,NA,NA,8,13,18,0,0,0,0.5,0.75,1,NA,NA,NA,1.56,1.58,1.61,NA,NA,NA,1.62,1.64,1.67,2.62,14.11,28.225,42.34,0.1,0.11,0.12,NA,NA,NA,14.9,19.4,22.4,5.8,9.7,13.4,35,38,38,0.7,1.3,1.9,20,25,30,4,8,12,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7.1,11.1,15.1,NA,NA,NA,6.2,10.6,14.9,6.6,7.1,7.3,6.1,6.5,6.8,NA,NA,NA,NA,NA,NA,0.9,2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875545,42894379
Bt2,NA,B,NA,2,29,33,42,51,61,78,9,28,49,0,0,0,0,0,0,100,100,100,92,100,100,66,77,82,31,39,44,55,67.4,78,4.2,4.4,5.8,13.1,14.4,15.9,13.3,17.9,19.4,14.7,20,23.3,8.9,10.7,13.6,14,19.6,37,NA,NA,NA,NA,NA,NA,8,13,18,0,0,0,0.5,0.75,1,NA,NA,NA,1.56,1.58,1.61,NA,NA,NA,1.62,1.64,1.67,2.62,14.1,28.225,42.34,0.1,0.11,0.12,NA,NA,NA,14.9,19.4,22.4,5.8,9.7,13.4,35,38,38,0.7,1.3,1.9,20,25,30,4,8,12,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7.1,11.1,15.1,NA,NA,NA,6.2,10.6,14.9,6.6,7.1,7.3,6.1,6.5,6.8,NA,NA,NA,NA,NA,NA,0.9,2,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875545,42894380
A,NA,A,NA,NA,0,0,0,8,10,11,8,10,11,0,0,0,0,0,0,95,97,100,85,91,100,60,70,79,28,36,41,53,66.8,67,2,4.4,4.4,12,14.3,14.3,14,17.7,17.7,16,19.8,19.9,9,10.6,10.7,19,19.2,33,NA,NA,NA,NA,NA,NA,8,14,16,1,1,1,1,1.59,2,NA,NA,NA,1.48,1.49,1.5,NA,NA,NA,1.54,1.55,1.57,2.61,14.11,28.225,42.34,0.1,0.11,0.12,NA,NA,NA,14.6,19.4,21.9,5.9,10.4,12.8,37,39,41,0.6,1.3,1.6,21,28,30,4,9,10,0,0,0,0.17,0.17,1,1,1,0,0,0,0,0,0,0.1,0.1,2,6.4,11.5,13.2,NA,NA,NA,45,50.1,52.2,6.6,7,7.6,6,6.5,7,NA,NA,NA,NA,NA,NA,0.2,2.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875546,42894381
Bt1,NA,B,NA,1,8,10,11,18,18,24,7,8,16,0,0,0,0,0,0,95,97,100,86,92,100,70,81,90,42,51,58,52,57,63,1.2,2.5,5,4.5,7,7.6,7.8,8.1,14.9,16.2,17.1,22.7,12.5,22.3,23.2,12,18,23,NA,NA,NA,NA,NA,NA,18,25,27,1,1,1,0.5,0.6,1,NA,NA,NA,1.5,1.56,1.61,NA,NA,NA,1.65,1.71,1.74,2.61,4.233,9.17,42.34,0.1,0.13,0.13,NA,NA,NA,19.8,23.9,26.3,11.4,16.4,19.1,33,36,40,1.6,2.9,3.5,29,36,39,11,16,18,1,5,7,0.28,0.28,1,1,1,0,0,0,0,0,0,0.1,0.1,2,14,19.2,21,NA,NA,NA,52.6,57.8,60,6.6,7.2,7.6,6,6.6,7,NA,NA,NA,NA,NA,NA,0.8,2.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875546,42894382
Bt2,NA,B,NA,2,18,18,24,30,33,42,6,15,24,0,0,0,0,0,0,95,97,100,86,92,100,70,81,90,42,51,58,52,57,63,1.2,2.5,5,4.5,7,7.6,7.8,8.1,14.9,16.2,17.1,22.7,12.5,22.3,23.2,12,18,23,NA,NA,NA,NA,NA,NA,18,25,27,1,1,3,0.4,0.48,0.75,NA,NA,NA,1.54,1.58,1.62,NA,NA,NA,1.69,1.73,1.74,2.61,4.233,9.17,42.34,0.1,0.13,0.13,NA,NA,NA,19.8,23.9,26.2,11.4,16.4,19,33,36,39,1.5,2.9,3.2,28,35,38,10,16,18,0,4,7,0.28,0.28,1,1,3,0,0,0,0,0,0,0.1,0.1,2,13.8,19,19.3,NA,NA,NA,52.4,57.6,58.3,6.6,7.4,7.6,6,6.9,7,NA,NA,NA,NA,NA,NA,0.8,1.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875546,42894383
Btk,NA,B,NA,NA,30,33,42,49,56,67,7,23,37,0,0,0,0,0,0,95,97,100,86,92,100,70,81,90,42,51,58,52,57,63,1.2,2.5,5,4.5,7,7.6,7.8,8.1,14.9,16.2,17.1,22.7,12.5,22.3,23.2,12,18,23,NA,NA,NA,NA,NA,NA,18,25,27,1,1,3,0.4,0.48,0.75,NA,NA,NA,1.54,1.58,1.62,NA,NA,NA,1.69,1.73,1.74,2.61,4.233,9.17,42.34,0.1,0.13,0.13,NA,NA,NA,19.8,23.9,26.2,11.4,16.4,19,33,36,39,1.5,2.9,3.2,28,35,38,10,16,18,0,4,7,0.28,0.28,1,1,3,0,0,0,0,0,0,0.1,0.1,2,13.8,19,19.3,NA,NA,NA,52.4,57.6,58.3,7.4,7.9,8.4,6.9,7.4,7.9,NA,NA,NA,NA,NA,NA,0,0.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875546,42894384
Bk,NA,B,NA,NA,49,56,67,87,114,203,20,58,154,0,0,0,0,0,0,95,97,100,91,94,100,65,72,81,31,36,43,62,67,75,4.1,4.4,5.6,13.3,14.3,15.3,16.4,17.8,18.6,18.4,19.9,22.4,9.8,10.6,13.1,8,20,30,NA,NA,NA,NA,NA,NA,8,13,17,5,8,10,0.2,0.22,0.5,NA,NA,NA,1.56,1.6,1.63,NA,NA,NA,1.58,1.62,1.65,2.64,14.11,28.225,42.34,0.1,0.11,0.12,NA,NA,NA,14.3,18.1,21.4,5.4,8.7,12.2,34,36,39,0,0.4,0.9,0,21,26,0,7,9,0,0,0,0.24,0.24,5,8,10,0,0,0,0,0,1,0.1,0.1,2,2.8,4.5,6.3,NA,NA,NA,36.1,43.2,45.3,7.4,7.9,8.4,6.9,7.4,7.9,NA,NA,NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875546,42894385
C,NA,C,NA,NA,87,114,203,203,203,203,0,89,116,0,0,0,0,0,0,95,97,100,91,94,100,69,76,86,20,26,33,69,79,86,1,1.1,4.5,11.1,11.4,14.8,18.3,24.9,26,20.5,30.1,35.8,10.9,11.5,16.6,2,13,28,NA,NA,NA,NA,NA,NA,3,8,13,0.5,1,5,0.1,0.1,0.15,NA,NA,NA,1.59,1.62,1.64,NA,NA,NA,1.62,1.65,1.67,2.64,14.11,91.74,141.14,0.06,0.08,0.14,15.2,20.2,24,9.6,15,19.4,2.2,5.8,9.7,34,35,38,0,0.6,0.9,0,19,23,0,7,8,0,0,0,0.17,0.17,5,8,10,0,0,0,0,0,1,0.1,0.1,2,2.3,5.9,6.7,NA,NA,NA,35.6,44.6,45.7,7.4,7.9,8.4,6.9,7.4,7.9,NA,NA,NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875546,42894386
A1,NA,A,NA,1,NA,0,NA,NA,15,NA,NA,NA,NA,0,3,5,0,3,5,60,70,80,55,65,75,35,42.5,50,20,25,30,NA,68.5,NA,NA,5.2,NA,NA,14,NA,NA,17,NA,NA,20.4,NA,NA,11.9,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.49,1.54,1.63,NA,14.11,28,42.33,0.08,0.09,0.1,NA,NA,NA,7,12.1,15.7,2.9,4.9,7.5,26,31,37,0,1.5,2.9,20,22.5,25,0,2.5,5,0,0,0,0.15,0.24,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875551,42894395
A2,NA,A,NA,2,NA,15,NA,NA,48,NA,NA,NA,NA,0,5,10,0,5,10,35,45,55,30,40,50,20,27.5,35,10,15,20,NA,68.5,NA,NA,5.2,NA,NA,14,NA,NA,17,NA,NA,20.4,NA,NA,11.9,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.53,1.58,1.71,NA,14.11,28,42.33,0.04,0.05,0.06,NA,NA,NA,3.7,7.7,11.1,1.4,2.8,4.8,15,22,29,0,1.5,2.9,20,22.5,25,0,2.5,5,0,0,0,0.1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,3,6.5,10,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875551,42894396
C1,NA,C,NA,1,NA,48,NA,NA,102,NA,NA,NA,NA,0,5,10,0,5,10,15,22.5,30,10,17.5,25,5,10,15,0,2.5,5,NA,79.1,NA,NA,17.1,NA,NA,19.1,NA,NA,16.9,NA,NA,17,NA,NA,9,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.45,1.53,1.6,NA,NA,NA,1.56,1.83,1.83,NA,42,92,141,0.01,0.02,0.02,1.8,4.6,7.3,1.2,3.1,5.3,0.4,1,1.8,NA,10,16,0,1.5,2.9,NA,NA,NA,0,0,0,0,0,0,0.02,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,5,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875551,42894397
C2,NA,C,NA,2,NA,102,NA,NA,152,NA,NA,NA,NA,0,5,10,0,5,10,35,45,55,30,40,50,20,30,40,10,12.5,15,NA,80,NA,NA,3.5,NA,NA,12.7,NA,NA,20.9,NA,NA,27.4,NA,NA,15.5,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,3,4,5,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.45,1.53,1.6,NA,NA,NA,1.59,1.67,1.82,NA,42,92,141,0.03,0.04,0.04,4.1,8.6,12,2.7,5.7,8.4,0.7,1.5,2.7,13,20,27,0,1.5,2.9,NA,NA,NA,0,0,0,0,0,0,0.1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875551,42894398
A1,NA,A,NA,1,NA,0,NA,NA,15,NA,NA,NA,NA,0,3,5,0,3,5,60,70,80,55,65,75,35,42.5,50,20,25,30,NA,68.5,NA,NA,5.2,NA,NA,14,NA,NA,17,NA,NA,20.4,NA,NA,11.9,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,NA,NA,NA,1,1.5,2,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.49,1.54,1.63,NA,14.11,28,42.33,0.08,0.09,0.1,NA,NA,NA,7,12.1,15.7,2.9,4.9,7.5,26,31,37,0,1.5,2.9,20,22.5,25,0,2.5,5,0,0,0,0.15,0.24,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875554,42894399
A2,NA,A,NA,2,NA,15,NA,NA,48,NA,NA,NA,NA,0,5,10,0,5,10,35,45,55,30,40,50,20,27.5,35,10,15,20,NA,68.5,NA,NA,5.2,NA,NA,14,NA,NA,17,NA,NA,20.4,NA,NA,11.9,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.4,1.45,1.5,NA,NA,NA,1.53,1.58,1.71,NA,14.11,28,42.33,0.04,0.05,0.06,NA,NA,NA,3.7,7.7,11.1,1.4,2.8,4.8,15,22,29,0,1.5,2.9,20,22.5,25,0,2.5,5,0,0,0,0.1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,3,6.5,10,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875554,42894400
