hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
H3,NA,H,NA,3,NA,104,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,95,97.5,100,75,85,95,50,62.5,75,NA,63.1,NA,NA,3.9,NA,NA,13.8,NA,NA,17.4,NA,NA,18.7,NA,NA,9.3,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,15,22.5,30,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.36,NA,NA,4,9,14,0.16,0.17,0.18,NA,NA,NA,NA,21.5,NA,NA,12.4,NA,NA,48,NA,0,1.5,2.9,30,35,40,0,5,10,0,2,8,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,10,12.5,15,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897167,42963923
H1,NA,H,NA,1,NA,0,NA,NA,18,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,95,100,85,90,95,NA,19.3,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.6,NA,NA,11.7,NA,NA,52.2,NA,NA,NA,NA,NA,NA,NA,27,28.5,30,NA,NA,NA,2,3.5,5,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.54,NA,NA,4,9,14,0.18,0.2,0.22,NA,NA,NA,NA,32.3,NA,NA,19.3,NA,NA,45,NA,3,4.5,5.9,35,40,45,15,20,25,12,18,25,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897166,42963918
H2,NA,H,NA,2,NA,18,NA,NA,74,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,80,87.5,95,NA,17.1,NA,NA,1.5,NA,NA,2.1,NA,NA,2.9,NA,NA,5.3,NA,NA,5.3,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,50,55,60,NA,NA,NA,1,1.5,2,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.69,NA,NA,0.01,0.2,0.42,0.03,0.04,0.05,NA,NA,NA,NA,39.8,NA,NA,30.1,NA,NA,45,NA,6,7.5,8.9,55,65,75,25,35,45,22,35,50,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,35,40,45,NA,NA,NA,NA,NA,NA,6.1,6.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897166,42963919
H3,NA,H,NA,3,NA,74,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,75,85,95,NA,18.7,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.4,NA,NA,11.3,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,27,33.5,40,NA,NA,NA,0,0.5,1,NA,NA,NA,1.3,1.35,1.4,NA,NA,NA,NA,1.55,NA,NA,1.4,3,4,0.17,0.19,0.2,NA,NA,NA,NA,31.3,NA,NA,18.2,NA,NA,45,NA,3,4.5,5.9,50,57.5,65,20,27.5,35,16,26,39,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,6.6,7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897166,42963920
H1,NA,H,NA,1,NA,0,NA,NA,104,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,95,97.5,100,85,90,95,NA,11.4,NA,NA,1,NA,NA,1.4,NA,NA,1.9,NA,NA,3.5,NA,NA,3.6,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,55,62.5,70,NA,NA,NA,4,6,8,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.49,NA,NA,0.01,0.2,0.42,0.14,0.15,0.16,NA,NA,NA,NA,44.7,NA,NA,36.6,NA,NA,49,NA,6,7.5,8.9,70,80,90,40,50,60,38,52,67,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,45,55,65,NA,NA,NA,NA,NA,NA,5.6,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897165,42963916
H2,NA,H,NA,2,NA,104,NA,NA,160,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,90,95,100,90,95,100,55,75,95,NA,2.6,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.6,NA,NA,2,NA,NA,45.4,NA,NA,NA,NA,NA,NA,NA,50,52,70,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.5,NA,NA,0.01,0.2,0.42,0.14,0.15,0.16,NA,NA,NA,NA,32.4,NA,NA,26,NA,NA,51,NA,6,7.5,8.9,60,75,90,35,47.5,60,16,37,67,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,35,42.5,50,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897165,42963917
H1,NA,H,NA,1,NA,0,NA,NA,43,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,4,6,8,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,NA,NA,NA,1.4,8,14,0.19,0.2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,8,12,16,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897161,42963898
H2,NA,H,NA,2,NA,43,NA,NA,84,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,80,87.5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27.5,35,NA,NA,NA,0.5,2.75,5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,NA,NA,NA,1.4,3,4,0.15,0.16,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,5.9,30,35,40,5,10,15,3,9,16,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,17.5,25,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897161,42963899
H3,NA,H,NA,3,NA,84,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,90,92.5,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,45,50,NA,NA,NA,0.2,1.1,2,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,NA,NA,NA,1.4,3,4,0.15,0.16,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,5.9,50,55,60,10,15,20,13,19,26,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,22.5,25,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897161,42963900
H1,NA,H,NA,1,NA,0,NA,NA,61,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,85,90,95,NA,6.9,NA,NA,0.4,NA,NA,0.6,NA,NA,0.9,NA,NA,2.2,NA,NA,2.8,NA,NA,62.1,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.48,NA,NA,4,9,14,0.19,0.2,0.21,NA,NA,NA,NA,33.6,NA,NA,21.2,NA,NA,47,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,8,12,16,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897160,42963895
H2,NA,H,NA,2,NA,61,NA,NA,104,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,95,97.5,100,80,87.5,95,NA,9.1,NA,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,2.5,NA,NA,6.4,NA,NA,64.9,NA,NA,NA,NA,NA,NA,NA,25,26,45,NA,NA,NA,0.5,2.25,4,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.48,NA,NA,4,9,14,0.13,0.17,0.21,NA,NA,NA,NA,30.5,NA,NA,16.1,NA,NA,47,NA,3,4.5,5.9,34,37,40,10,12.5,15,7,11,16,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,15,22.5,30,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897160,42963896
H3,NA,H,NA,3,NA,104,NA,NA,157,NA,NA,NA,NA,0,0,0,0,0,0,55,77.5,100,50,75,100,50,75,100,45,70,95,NA,9.1,NA,NA,0,NA,NA,0,NA,NA,0.2,NA,NA,2.5,NA,NA,6.4,NA,NA,64.9,NA,NA,NA,NA,NA,NA,NA,25,26,45,NA,NA,NA,0.2,0.6,1,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.52,NA,NA,4,9,14,0.13,0.17,0.21,NA,NA,NA,NA,25.1,NA,NA,12.2,NA,NA,41,NA,3,4.5,5.9,35,42.5,50,10,17.5,25,1,11,27,0.24,0.49,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897160,42963897
H1,NA,H,NA,1,NA,0,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897158,42963894
H1,NA,H,NA,1,NA,0,NA,NA,28,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,95,100,85,90,95,NA,18.7,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.4,NA,NA,11.3,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,27,33.5,40,NA,NA,NA,4,6,8,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.37,NA,NA,4,9,14,0.18,0.2,0.21,NA,NA,NA,NA,33.8,NA,NA,22.1,NA,NA,49,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,8,12,16,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,20,27.5,35,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897157,42963892
H2,NA,H,NA,2,NA,28,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,95,100,85,90,95,NA,23.3,NA,NA,3.2,NA,NA,3.7,NA,NA,4.3,NA,NA,6.5,NA,NA,5.6,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,40,47.5,55,NA,NA,NA,0.1,2.05,4,NA,NA,NA,1.1,1.2,1.3,NA,NA,NA,NA,1.49,NA,NA,0.42,0.91,1.4,0.14,0.16,0.17,NA,NA,NA,NA,41.9,NA,NA,25.8,NA,NA,51,NA,6,7.5,8.9,50,55,60,20,25,30,19,26,34,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,27.5,35,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897157,42963893
H1,NA,H,NA,1,NA,0,NA,NA,36,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,92.5,95,80,87.5,95,NA,17.3,NA,NA,0.1,NA,NA,0.4,NA,NA,1.2,NA,NA,5,NA,NA,10.6,NA,NA,47.7,NA,NA,NA,NA,NA,NA,NA,30,35,40,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.19,0.2,0.21,NA,NA,NA,NA,34.3,NA,NA,22.9,NA,NA,46,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,7,11,16,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897156,42963890
H2,NA,H,NA,2,NA,36,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,95,100,85,90,95,NA,7.2,NA,NA,0.2,NA,NA,0.4,NA,NA,0.8,NA,NA,2.3,NA,NA,3.5,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,40,45,50,NA,NA,NA,0.5,1.75,3,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.62,NA,NA,1.4,3,4,0.15,0.16,0.17,NA,NA,NA,NA,32.2,NA,NA,25.2,NA,NA,47,NA,6,7.5,8.9,40,45,50,15,20,25,13,19,27,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897156,42963891
H1,NA,H,NA,1,NA,0,NA,NA,30,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,80,90,100,75,85,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,4,5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.18,0.19,0.2,NA,NA,NA,NA,33.1,NA,NA,21.3,NA,NA,45,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,7,11,16,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897153,42963885
H2,NA,H,NA,2,NA,30,NA,NA,107,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,85,92.5,100,80,87.5,95,NA,7.9,NA,NA,0.2,NA,NA,0.5,NA,NA,0.9,NA,NA,2.5,NA,NA,3.8,NA,NA,51.1,NA,NA,NA,NA,NA,NA,NA,35,41,45,NA,NA,NA,0.5,2.25,4,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,1.4,3,4,0.18,0.19,0.2,NA,NA,NA,NA,31,NA,NA,23.4,NA,NA,46,NA,3,4.5,5.9,45,47.5,50,20,22.5,25,16,21,27,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897153,42963886
H3,NA,H,NA,3,NA,107,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,85,92.5,100,70,85,100,60,70,80,NA,34.7,NA,NA,3.1,NA,NA,4.4,NA,NA,6,NA,NA,10.9,NA,NA,10.3,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,20,27.5,35,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.18,0.19,0.2,NA,NA,NA,NA,28.8,NA,NA,14.7,NA,NA,46,NA,3,4.5,5.9,30,35,40,5,10,15,1,6,12,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897153,42963887
H1,NA,H,NA,1,NA,0,NA,NA,30,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,80,90,100,75,85,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,4,5,6,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.18,0.19,0.2,NA,NA,NA,NA,33.1,NA,NA,21.3,NA,NA,45,NA,3,4.5,5.9,35,37.5,40,10,12.5,15,7,11,16,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897152,42963882
H2,NA,H,NA,2,NA,30,NA,NA,107,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,85,92.5,100,80,87.5,95,NA,7.9,NA,NA,0.2,NA,NA,0.5,NA,NA,0.9,NA,NA,2.5,NA,NA,3.8,NA,NA,51.1,NA,NA,NA,NA,NA,NA,NA,35,41,45,NA,NA,NA,0.5,2.25,4,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,1.4,3,4,0.18,0.19,0.2,NA,NA,NA,NA,31,NA,NA,23.4,NA,NA,46,NA,3,4.5,5.9,45,47.5,50,20,22.5,25,16,21,27,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.1,6.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897152,42963883
H3,NA,H,NA,3,NA,107,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,85,92.5,100,70,85,100,60,70,80,NA,34.7,NA,NA,3.1,NA,NA,4.4,NA,NA,6,NA,NA,10.9,NA,NA,10.3,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,20,27.5,35,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.18,0.19,0.2,NA,NA,NA,NA,28.8,NA,NA,14.7,NA,NA,46,NA,3,4.5,5.9,30,35,40,5,10,15,1,6,12,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,15,20,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897152,42963884
H1,NA,H,NA,1,NA,0,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,92.5,95,80,85,90,NA,18.7,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.4,NA,NA,11.3,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,27,33.5,40,NA,NA,NA,3,4.5,6,NA,NA,NA,1.2,1.25,1.3,NA,NA,NA,NA,1.31,NA,NA,4,9,14,0.18,0.2,0.21,NA,NA,NA,NA,33.4,NA,NA,21.4,NA,NA,48,NA,0,1.5,2.9,40,45,50,10,12.5,15,9,13,17,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,17.5,25,NA,NA,NA,NA,NA,NA,4.5,5.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897123,42963778
H2,NA,H,NA,2,NA,23,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,85,92.5,100,75,82.5,90,NA,2.6,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.6,NA,NA,2,NA,NA,44.9,NA,NA,NA,NA,NA,NA,NA,45,52.5,60,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.3,1.4,1.5,NA,NA,NA,NA,1.6,NA,NA,1.4,3,4,0.15,0.16,0.17,NA,NA,NA,NA,34.2,NA,NA,29.3,NA,NA,44,NA,3,4.5,5.9,40,45,50,15,20,25,11,17,25,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,15,17.5,20,NA,NA,NA,NA,NA,NA,4.5,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897123,42963779
H1,NA,H,NA,1,NA,0,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,95,97.5,100,85,90,95,NA,20,NA,NA,0.2,NA,NA,0.5,NA,NA,1.3,NA,NA,5.8,NA,NA,12.2,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,4,6,8,NA,NA,NA,1.2,1.3,1.4,NA,NA,NA,NA,1.49,NA,NA,4,9,14,0.19,0.2,0.21,NA,NA,NA,NA,34.1,NA,NA,22.7,NA,NA,45,NA,3,4.5,5.9,35,37.5,40,15,17.5,20,12,15,20,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,25,30,NA,NA,NA,NA,NA,NA,5.6,6.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14897115,42963755
